"classId","name","cell","x","y","z","destCell","destX","destY","destZ"
"1107","South Direlands Portal","DF310000","154.511","133.686","253.117","5416001A","75","35","39.5"
"5530","Saadia's Retreat","DF3C0000","41.017","84.518","29.4247","013F01C5","10","-60","6"
"5127","Nanto Rat Lair Portal","E23B0100","155.956","139.378","76.805","015C0101","3.272","-32.811","0"
"12519","Meditation Meadow Portal","E3330000","148.04","91.1334","118.005","E941001E","91.626","130.423","46.208"
"12562","Vesayan Overlook Portal","E3330000","156.285","92.8838","118.005","E02A003C","183.343","76.177","124.005"
"12515","Lugian Meadows Settlement Portal","E3330000","164.688","92.1864","118.005","D1220033","157.493","56.902","68.521"
"13139","West Mayoi Mountain Villas Portal","E3330000","171.32","85.7033","118.835","DB330021","113.791","13.356","170.522"
"13105","Font Alpa Portal","E3330000","141.388","85.6543","118.005","D5310025","116.295","104.345","90.005"
"14292","Xinh Portal","E3330000","171.951","78.094","118.993","CA1D002C","134.569","87.157","78.742"
"14658","Point Tremblant Portal","E3330000","165.215","68.9252","116.236","88F70017","58.727","158.703","0.005"
"15168","Lady Maila Estates Portal","E3330000","161.178","61.479","112.176","45DC0024","101.869","94.217","30.643"
"15162","Inquisitor's Dale Cottages Portal","E3330000","158.23","54.4771","108.429","55A0001C","84.204","90.576","42.005"
"15189","Shore Vista Cottages Portal","E3330000","135.639","79.8222","117.825","6B8E0024","109.891","74.539","29.689"
"15684","Songview Portal","E3330000","131.772","74.6873","114.825","97CB0024","104.315","80.865","143.05"
"15683","Shield of Valor Cottages Portal","E3330000","158.409","43.7059","104.132","55A40023","97.911","70.48","58.389"
"4923","Water Temple Portal","E33E0100","122","64.672","172.805","0168012A","40","-20","0"
"8474","Mud Cave","E5240100","23.0794","23.9524","-5.195","02C1017E","138.298","-28.02","6.005"
"1341","A Ruin","E5310000","33.02","26.663","98.6","01DE0195","30.1","-8.2","0"
"19369","Oriel Residential Halls Portal","E5320000","84.8766","36.8047","28.005","565E0140","40","-70","0"
"19716","Mammet Foundry Portal","E5320135","172.212","10.0814","22.805","5458025F","10","-110","6.005"
"6100","Mayoi Meeting Hall Portal","E5320139","128.773","134.296","30.005","01290126","30","-60","6"
"3634","Mountain Sewer Portal","E533003B","179.181","68.6663","51.937","01910213","99.986","-198.994","0"
"4959","Empyrean Garrison","E53B0102","139.597","108.896","96.805","01610264","80","-80","0"
"24435","Matron Hive South","E53D0000","150.526","147.373","96.005","6346036E","140.042","-182.837","0.005"
"1024","Qalaba'r Portal","E54C0000","146.6","96.7","31.7","9722003A","168.354","24.618","102.005"
"1597","Thief Trail","E54D0000","106.649","142.181","25.8918","01BB0155","60.26","-10.54","0"
"1015","Cragstone Portal","E54E0000","23.8","35.2","23.1","BB9F0040","169.358","168.251","54.005"
"8616","Eastham Beach Portal","E6240000","27.8504","189.678","0.005","D196002D","136.1","100.8","-0.9"
"43067","Portal to Town Network","E6320002","10.4236","36.0664","28.198","00070156","80","-70","0.005"
"43067","Portal to Town Network","E63D0015","53.1902","113.003","86.198","00070156","80","-70","0.005"
"19717","Mannikin Foundry Portal","E63D0153","15.7265","148.415","90.805","545A013C","10","-50","6.005"
"6101","Nanto Meeting Hall Portal","E63D0166","114.005","154.559","88.005","012A0126","30","-60","6"
"12478","Bluewater Cottages Portal","E64B0000","43.3591","116.125","32.005","E1660021","109.675","4.773","0.005"
"12554","Southwest Hebian-To Settlement Portal","E64B0000","45.6773","107.489","32.005","EC49001D","89.958","99.139","32.005"
"12550","South Hebian-To Cottages Portal","E64B0000","44.746","99.3404","32.005","E348003C","183.23","84.036","22.736"
"12545","Shian-To Cottages Portal","E64B0000","36.0082","98.8186","32.005","DF4C000C","47.279","83.474","22.961"
"13132","South Hebian-To Estates Portal","E64B0000","28.1831","99.9799","32.005","E7460016","53.407","132.212","42.942"
"13134","Stoneport Villas Portal","E64B0000","36.3183","121.916","32.005","E25F002B","140.793","61.746","0.005"
"14280","Sai-Nan Portal","E64B0000","21.8362","105.499","32.005","DD470026","112.011","123.943","33.019"
"13133","South Shoushi Villas Portal","E64B0000","18.5848","111.821","32.005","D64C0006","20.441","127.326","35.708"
"14656","Pine Deep Portal","E64B0000","30.7546","125.967","32.005","4BC8001E","73.45","122.74","6.005"
"14662","San-Chin Portal","E64B0000","15.1297","117.569","32.005","D5630014","69.094","90.929","33.763"
"15198","Tia-Leh Homestead Portal","E64B0000","11.5206","123.358","32.005","5BA2001B","87.68","65.841","54.571"
"15664","Arrowdale Cottages Portal","E64B0000","20.0695","132.375","32.005","D9D00024","100.118","86.568","35.149"
"19152","Majestic Saddle Cottages Portal","E64B0000","39.7859","90.0745","32.005","63B00017","65.12","146.608","95.712"
"28263","Umbral Hall","E7200103","72.0227","143.956","-4.795","0179010D","100","-100","0.005"
"28259","Dark Mosswart Halls","E7220100","180.042","130.3","0.405","017801F5","80","-110","0.005"
"6884","Mysterious Tunnels Portal","E73D0000","21.7517","66.573","106.695","010C01DB","80","-70","0"
"1337","A Drudge Nest","E74C0000","174.48","125","32.1","01DC015C","32.3","-12","6"
"15837","Sanctum Residential Halls Portal","E74D0000","152.619","178.803","32.005","54650140","40","-70","0"
"37387","Celestial Hand Stronghold","E74D003F","177.985","153.954","33.937","00B70294","110","-20","0.005"
"53446","Celestial Hand Gauntlet","E74D003F","188.353","146.043","31.937","596B0118","130","-160","0.005"
"43067","Portal to Town Network","E74E0014","68.302","92.1863","32.198","00070156","80","-70","0.005"
"19718","Effigy Foundry Portal","E74E01A6","69.6732","34.2036","26.805","545901B0","10","-80","6.005"
"6095","Hebian-to Meeting Hall Portal","E74E01C9","107.77","57.8145","34.005","01240126","30","-60","6"
"43067","Portal to Town Network","E822003D","181.692","104.404","0.198001","00070156","80","-70","0.005"
"1599","Hebian-to Sewers","E84E0000","37.57","187.974","30.203","01CA027F","40","-177.4","0"
"22659","Tusker Assault","E87A0000","147.027","111.366","12.9767","584902C8","100","-90","0.005"
"19718","Effigy Foundry Portal","E9220140","42.382","114.312","-5.195","545901B0","10","-80","6.005"
"8618","Vesayen Isles Portal","E92D0000","104.535","50.8087","6.10532","E5240007","11.9","153.5","-0.1"
"22750","Rampage Bluff","E97D0000","117.911","152.832","18.0108","5C48011E","60.1817","-5.89785","0.005"
"22651","Behind the Waterfall","EA740000","111.171","118.111","79.5765","604401E4","10","-90","0.005"
"22680","Tusker Holding","EA7B0000","15.744","17.1596","54.575","5B480384","325.98","-99.5934","0.005"
"22652","Plated Rifts","EA7E0000","124.674","42.5018","13.6842","5B49027E","180.208","-103.516","0.005"
"4953","Lytaway Portal","EB3D0102","149","155","70.805","015801BC","30","-10","42"
"22674","Tusker Gauntlet","EB730000","96.4969","29.6215","84.5543","5C4601C1","40.088","-126.196","0.005"
"22702","Tusker Tunnels","EB7F0000","75.8466","154.695","13.1137","5D450231","62.0466","-2.9796","0.005"
"28981","Xi Ru's Chapel","EC0E0000","155.764","24.553","30.977","019502DF","230","-250","0.005"
"8586","Idol Spawning Grounds","EC250000","149.609","20.2516","0.005","02B6029E","100","-50","0"
"22682","Tusker Honeycombs","EC7D0000","13.1925","169.797","12.005","5A49029F","234.407","0.122795","0.005"
"8486","Mosswart Nest","ED1E0000","53.678","76.4603","21.7348","02BC0145","110","-60","0"
"8576","Rumuba's Hidey-Hole","EE200000","174.736","113.311","19.12","02B802B3","200","-270","7"
"29786","Steamy Font","EF0D0102","86.0265","107.745","108.31","019803D3","50","-50","0"
"29781","Humid Font","EF0D010B","133.82","59.8603","107.96","017603D3","50","-50","0"
"29778","Balmy Font","EF0D010D","109.588","10.5422","108.31","01D103D3","50","-50","0"
"29783","Muggy Font","EF0D010F","34.5319","11.719","108.355","017503D3","50","-50","0"
"29958","Portalling Device","EF170000","136.978","49.6324","0.005","EC0D002C","137.96","94.428","0.005"
"8456","Moarsmen Hideout","EF280100","162.526","0.182763","16.805","02C4023F","90","-10","6.005"
"22657","Tusker Armory","EF7F0000","31.9169","92.1597","12.005","594801AB","40","-170","0.005"
"8442","Treacherous Tunnels Portal","F0210100","56.45","125.367","-4.795","02C502CC","161.5","-86.8","0"
"8578","A Mosswart Hideout","F0240000","161.856","105.417","22.005","02B40245","80","-100","0"
"8615","Desert Northern Edge Portal","F0250000","140.374","42.6341","0.005","9795003C","180","75","76.3"
"8499","Northern Point","F0460000","181.674","10.9077","70.8655","89F40003","12.1","65.8","20"
"22686","Tusker Lacuna","F0730000","164.057","12.5036","32.7184","5949029E","90.2216","-136.362","12.005"
"22661","Tusker Barracks","F07F0000","177.07","15.6767","12.005","5A4801B5","40","-170","0.005"
"8476","Moarsmen Muck","F11F0100","22.8049","28.9637","12.805","02C201E6","80","-60","0.005"
"8484","Small Ruin","F1270100","60","154","22.005","02BD01A0","40","-50","12"
"5501","Smugglers Hideaway","F15A0000","127.52","103.189","0.005","014E025C","190","-10","0"
"5520","Exit","F15A0102","110.624","83.8996","0.005","F25B0002","12.265","43.685","0.28"
"43067","Portal to Town Network","F2220030","129.227","190.397","18.198","00070156","80","-70","0.005"
"19716","Mammet Foundry Portal","F2220121","159.367","150.686","12.805","5458025F","10","-110","6.005"
"5519","Smugglers Fort","F25B0102","12.128","15.843","-4.795","F15A0024","113.505","92.759","0.005"
"22690","Tusker Pits","F2800000","34.598","181.448","12.005","5A4A0275","83.3614","-140.061","0.005"
"8598","Moars","F3270100","155","149","12.805","02BA01F8","120","-70","0"
"8532","Catacombs of Ithaenc Portal","F4180000","36.003","79.267","197","02B702F1","70","-60","0"
"8444","Treacherous Tunnels Portal","F4260102","111.929","84.2805","-4.795","02C50102","110","-60","-54"
"8482","Small Temple","F4280100","108","176","21.66","02BE011D","50","-50","0"
"22669","Tusker Encampments","F47A0000","54.4475","84.5056","60.9953","5C440159","139.949","-86.2076","0.005"
"22706","Vengeance Caverns","F4810000","93.6879","148.679","12.005","5D4601E1","11.9721","-109.085","0.005"
"22648","Chapel of Mowen","F4830000","87.2173","63.8503","12.005","594A0148","60","-181.555","0.005"
"8458","Slithis Pit","F5270000","66.1479","136.829","21.8271","02C30289","140","-40","0"
"8497","Jungle Shadows","F5280102","109.531","145.734","16.805","02BB0197","108.385","-88.606","24"
"8600","Moars Laboratory","F5290102","84","187","12.805","02B301F6","92.5088","-41.736","24.005"
"13112","Nan-Zari Portal","F5590023","109.902","70.39","19.937","EE420003","14.918","53.668","34.276"
"12561","Tou-Tou Penninsula Cottages Portal","F5590023","110.224","65.5946","19.937","F24F0024","117.184","90.747","20.005"
"13137","Tou-Tou Road Villas Portal","F5590023","113.343","61.9311","19.937","F14A0006","18.02","130.269","30.798"
"12472","Ariake Portal","F5590023","118.085","61.1065","19.937","DF6A0035","148.868","110.021","2.005"
"19140","Dame Tolani Villas Portal","F5590024","117.372","75.2706","19.937","5EB40025","108.071","104.863","24.744"
"14676","Westshore Cottages Portal","F5590024","112.659","74.2251","19.937","3ECC0003","22.173","62.955","0.005"
"12487","Dryreach Beach Cottages Portal","F559002B","122.549","63.4265","19.937","DF6F003C","173.78","76.204","0.005"
"13130","Snowy Valley Portal","F559002B","123.619","68.1929","19.937","74EA0019","76.575","20.397","109.287"
"14655","Ong-Hau Village Portal","F559002C","121.832","72.6583","19.937","EC450025","108.655","117.632","22.005"
"21464","Haven Residential Halls Portal","F559003B","177.311","63.2039","19.937","56560140","40","-70","0"
"43067","Portal to Town Network","F559003D","171.6","113.397","20.198","00070156","80","-70","0.005"
"22654","Tusker Abode","F67B0000","27.7204","93.3047","-0.095","5C450384","325.98","-99.5934","0.005"
"22692","Tusker Quarters","F67C0000","179.658","116.6","19.8777","5B4A0210","148.551","-1.84039","0.005"
"22672","Tusker Freehold","F67D0000","164.516","89.6033","52.005","58480128","77.9671","-28.5539","0.005"
"42852","Portal to Town Network","F6820033","145.337","63.357","58.198","00070145","70","-80","0.005"
"38730","Ancient Cloister","F7180100","96.5627","48.3781","0.337","00EB014E","100.057","-192.475","-29.995"
"38075","Ithaenc Archipelago","F7300104","83.942","108.226","60.3876","EE18001A","84.2656","44.0348","23.3415"
"5503","Damp Caverns Portal","F7570000","90.3098","150.204","72.9376","014D0191","70","-60","0"
"45726","Shadowy Refuge","F75D0020","85.8427","188.171","19.937","576E0187","80","-30","0.005"
"22678","Tusker Habitat","F77E0000","53.7317","154.137","19.2708","5B470177","46.8239","-6.53167","0.005"
"22647","Exit Portal","F7840396","348.303","499.097","0.404999","F684003D","170.15","115.993","48.62"
"8478","Small Temple","F8190100","132","32","15.66","02C0011D","50","-50","0"
"8617","Mayoi Beach Portal","F81C0000","104.966","85.0501","0.005","E633003C","174.4","78.4","-0.1"
"8584","Moarsmen Spawning Grounds","F8280101","12.003","79.1743","13.205","02B502C1","120","-260","0.005"
"22667","Tusker Cavern","F8800000","103.346","133.513","12.005","5C430272","90.2216","-136.362","12.005"
"8480","Small Temple","F9210100","60.0048","128.012","13.66","02BF011D","50","-50","0"
"80398","Freebooter Keep","F92F016D","-24.2227","116","76.737","F92F0293","63.7124","66.072","124.805"
"22694","Tusker Retreat","F97E0000","166.295","115.594","-0.095","5C490138","89.8429","-116.371","0.005"
"22665","Tusker Cave","F97F0000","30.2914","181.197","19.25","5B460100","70.0456","-94.1599","-41.995"
"22663","Tusker Burrow","F9810000","176.323","186.044","12.5013","57480210","148.378","-2.8159","0.005"
"22676","Tusker Grotto","FA7E0000","79.1621","54.0502","2.81132","5C470183","7.22157","-179.778","0.005"
"22688","Tusker Lodge","FA7F0000","7.6049","120.782","45.4365","57490102","50","-150","0.005"
